gene	probeID	logFC	AveExpr	t	P.Value	adj.P.Val	B
S100A16	TC0100015871.hg.1	-3.79536326726278	5.89462995529175	-8.7096010463001	3.18016490314663e-05	0.031188981326012	2.8926838670295
ZNF532	TC1800007440.hg.1	-2.01623233159383	4.76193273067474	-8.70641180139679	3.18832224331502e-05	0.031188981326012	2.89048000998411
NRDC	TC0100014188.hg.1	-4.62947352727254	6.28798741102219	-8.70232389384163	3.19881243458439e-05	0.031188981326012	2.8876536897194
DAG1	TC0300007383.hg.1	-3.07891019185384	6.05475533008575	-8.69914494861495	3.20699680513102e-05	0.031188981326012	2.88545467669129
EIF5B	TC0200008587.hg.1	-3.46199353535969	8.98723298311234	-8.69344028787355	3.2217426280613e-05	0.031188981326012	2.88150602338348
UMPS	TC0300008604.hg.1	-3.81225363413493	5.63401228189468	-8.68755799929828	3.23702714400211e-05	0.031188981326012	2.87743106222932
ATG16L1	TSUnmapped00000421.hg.1	-2.58400479952494	4.98656618595123	-8.64054022419066	3.3621580586097e-05	0.0317673969107766	2.84473653899237
UBE4B	TC0100006806.hg.1	-2.49157047271728	6.88029325008392	-8.6368485990966	3.37220979743477e-05	0.0317673969107766	2.84216023172385
AC005702.4	TC1700011301.hg.1	-5.0274486541748	6.68528485298157	-8.61057486198368	3.444728748525e-05	0.0317673969107766	2.82378515216152
GRWD1	TC1900011775.hg.1	-2.56477912267049	5.51781928539276	-8.58639561993776	3.51301211045337e-05	0.0317673969107766	2.80681399149898
MELK	TC0900007129.hg.1	-2.96361923217773	7.36857557296753	-8.58406817920411	3.51966446278083e-05	0.0317673969107766	2.80517729564881
GABARAP	TC1700012344.hg.1	3.83674701054891	16.8992530107498	8.58186829698397	3.52596518951466e-05	0.0317673969107766	2.80362980161046
MCM3	TC0600012038.hg.1	-3.20438687006632	7.14920955896378	-8.57770393989674	3.5379270105675e-05	0.0317673969107766	2.80069907960037
RBM7	TC1100013096.hg.1	-3.08031527201334	6.0653520822525	-8.55520407510097	3.60334719648908e-05	0.0317673969107766	2.78483434792078
ACOT1	TC1400007644.hg.1	-2.89878050486246	5.46755361557007	-8.54590809096759	3.63077041883671e-05	0.0317673969107766	2.77826483392113
SURF6	TSUnmapped00000280.hg.1	-2.55424976348877	4.39514508843422	-8.52996917011701	3.67833571346739e-05	0.0317673969107766	2.76698041957526
SLC25A15P3	TC1300006628.hg.1	-3.19758447011312	5.08225864171982	-8.51539855341629	3.72242855950241e-05	0.0317673969107766	2.75664224232846
PEBP1	TC1200009071.hg.1	-2.07468366622925	9.6515725851059	-8.50269401875924	3.76135751701941e-05	0.0317673969107766	2.74761051720721
RP4-744I24.4	TC0600011693.hg.1	6.20790187517802	11.6664204001427	8.49940536538184	3.77150863066587e-05	0.0317673969107766	2.74526992299563
RAB11FIP2	TC1000011964.hg.1	-3.3597666422526	6.41693359613419	-8.49245690917882	3.79305747254384e-05	0.0317673969107766	2.74032096251472
glersparby	TC0400009504.hg.1	-2.55563680330912	4.63853886723518	-8.47633276168075	3.84359523506522e-05	0.0317673969107766	2.72881776700296
NUDT19	TC1900007754.hg.1	-4.23367150624593	5.96508824825287	-8.45697393995006	3.90526955504095e-05	0.0317673969107766	2.71497183607872
ARHGDIA	TC1700012076.hg.1	-5.41146024068196	9.04274249076843	-8.44989300883747	3.92810433765891e-05	0.0317673969107766	2.70989778915293
BARD1	TC0200015643.hg.1	-2.94666655858358	5.58710640668869	-8.42580563360022	4.00690785375972e-05	0.0317673969107766	2.69259875120675
AC005702.3	TC1700011302.hg.1	-4.99005492528279	7.08682399988174	-8.41693813259856	4.03636273390265e-05	0.0317673969107766	2.686215271426
AQR	TC1500009004.hg.1	-3.23401387532552	6.88403767347336	-8.40836647519933	4.0650653851304e-05	0.0317673969107766	2.68003705579745
NUDCD3	TC0700010918.hg.1	-2.17492898305257	6.19164049625397	-8.40793466966989	4.06651733939874e-05	0.0317673969107766	2.67972562160131
RP11-402L5.2	TC0800011238.hg.1	2.36107826232911	11.0669218301773	8.39363341288824	4.11493501912795e-05	0.0317673969107766	2.66940013748389
Y_RNA	TC0400012236.hg.1	2.07885615030925	15.1222485303879	8.34736858393484	4.27604061895448e-05	0.0325977613009253	2.63585174766365
WBSCR22	TC0700007986.hg.1	-4.66790517171223	8.50326871871948	-8.32901089581653	4.34191237307313e-05	0.0329190509400017	2.62247812400619
AMD1	TC0600009127.hg.1	-5.06709051132202	9.12695562839508	-8.3047946585557	4.43054908469028e-05	0.033040579369032	2.60478259332598
WDR54	TC0200008080.hg.1	-3.43148064613342	5.0650200843811	-8.28243507921019	4.51419046343612e-05	0.033040579369032	2.58838909963057
PWP2	TC2100007341.hg.1	-2.899329662323	5.75248938798904	-8.27693721389861	4.53502610919283e-05	0.033040579369032	2.58435013570542
RCC2P7	TC0600012121.hg.1	-2.13175749778747	4.11563310027122	-8.27179217056579	4.55462211663204e-05	0.033040579369032	2.58056748125586
AHCYL1	TC0100009365.hg.1	-2.69979206720988	7.08895587921143	-8.26527538816783	4.57957877515856e-05	0.033040579369032	2.57577230672671
ASAH1	TC0800009752.hg.1	2.31284729639689	9.41916024684906	8.2555769432709	4.61700361189594e-05	0.033040579369032	2.56862769045664
CIAO1	TC0200008500.hg.1	-2.55852619806925	4.48943349719048	-8.25235437981833	4.62951461686414e-05	0.033040579369032	2.56625150037113
HARS	TC0500013377.hg.1	-3.25268793106079	8.34728932380676	-8.24676300103695	4.65131218092079e-05	0.033040579369032	2.56212602962549
MAPK14	TC0600007825.hg.1	-3.90678858757019	5.29069283604622	-8.24457289413652	4.65988141257463e-05	0.033040579369032	2.56050920614586
AVPI1	TC1000011556.hg.1	-2.62608933448791	5.10614103078842	-8.22787980660977	4.72577969710139e-05	0.033040579369032	2.54816897953852
INADL	TC0100008536.hg.1	-2.74705370267232	5.21745228767395	-8.2174668313592	4.76741393491501e-05	0.033040579369032	2.5404562697842
Y_RNA	TC0X00006591.hg.1	4.31840403874716	14.6063189506531	8.21135545292883	4.79204002039865e-05	0.033040579369032	2.5359243000193
Y_RNA	TC1500009075.hg.1	2.98557591438294	9.70459121465683	8.20823429326282	4.80467173504368e-05	0.033040579369032	2.53360822845374
RSPRY1	TC1600007990.hg.1	-3.39334185918172	8.14969849586487	-8.20571607160621	4.81489043017516e-05	0.033040579369032	2.53173881236432
CRLF3	TC1700010293.hg.1	-2.64835913976033	5.11995273828506	-8.18936224000291	4.88184710847351e-05	0.033040579369032	2.51958196897515
RPS3AP26	TC0700011911.hg.1	-1.74807755152384	10.4015002250671	-8.15638573077226	5.02005150422147e-05	0.033663869460069	2.49498130071476
RP11-98H4.4	TC0800010980.hg.1	-2.11944007873535	6.6043341755867	-8.15581858309104	5.02246637949784e-05	0.033663869460069	2.49455718348681
ORC6	TC1600007718.hg.1	-3.67777029673258	5.86177200078964	-8.11995960123545	5.17782173596154e-05	0.0342435904126704	2.46767115210475
SKA1	TC1800007316.hg.1	-2.7489013671875	6.74854731559753	-8.118785049695	5.18300045887115e-05	0.0342435904126704	2.46678815734426
THOC3	TC0500013414.hg.1	-5.17580080032348	8.47467368841171	-8.10417197245598	5.24791763483015e-05	0.0345081674049531	2.455789959076
Y_RNA	TC1700009643.hg.1	3.85475778579712	11.9976760149002	8.09247873364047	5.30051873411673e-05	0.0345834628800602	2.44697262088317
RALB	TC0200009091.hg.1	-2.02747138341268	7.25382947921753	-8.07266601278074	5.39099556661044e-05	0.0345834628800602	2.43199879853667
TXLNG	TC0X00006701.hg.1	-3.48273897171021	5.75227093696594	-8.06942247018472	5.40597136479126e-05	0.0345834628800602	2.42954335710147
ASMTL	TC0X00008910.hg.1	-1.99149775505066	5.00931406021118	-8.06878418204269	5.40892388552601e-05	0.0345834628800602	2.42906002209561
ASMTL	TC0Y00006884.hg.1	-1.99149775505066	5.00931406021118	-8.06878418204269	5.40892388552601e-05	0.0345834628800602	2.42906002209561
HACD3	TC1500007601.hg.1	-4.86683861414591	6.02266648411751	-8.05896750979579	5.45456053664595e-05	0.0347152753053643	2.42162087620085
flufubo	TC0300010666.hg.1	-2.28317578633626	4.60120049118996	-8.03548462163789	5.56548650384011e-05	0.0350992465897862	2.40378259200047
CCDC68	TC1800008743.hg.1	-3.4182318051656	6.12302845716476	-8.01699752397389	5.65458891910827e-05	0.0354998162706641	2.38969668728219
WAPL	TC1000011299.hg.1	-2.59659075736999	5.878069460392	-8.00811237171709	5.69797920014868e-05	0.0356110866722806	2.38291342865399
FOXM1	TC1200009621.hg.1	-5.85496155420939	7.00466394424438	-7.96469944327011	5.9154066749797e-05	0.0359226685212501	2.34964498158236
SRRD	TC2200006950.hg.1	-2.35765123367309	5.39763033390045	-7.95949586078841	5.94208466962364e-05	0.0359226685212501	2.34564332693989
ATG16L1	TSUnmapped00000394.hg.1	-1.90999714533488	4.98295241594315	-7.92800771210956	6.10641681665986e-05	0.0359226685212501	2.32136405105707
AC024569.1	TC0500007379.hg.1	-2.33012588818868	4.62739020586014	-7.91665834289555	6.16688768151314e-05	0.0359226685212501	2.3125858751665
NCOA6	TC2000010002.hg.1	-2.57146612803141	4.93667089939117	-7.89082650315698	6.30703352942247e-05	0.0359226685212501	2.29255244282575
MIR4737	TC1700011304.hg.1	-4.64792855580647	7.43379616737366	-7.88986267077392	6.31233105590909e-05	0.0359226685212501	2.29180351027463
ANKFY1	TC1700009504.hg.1	-4.08548577626546	5.35684797167778	-7.88921058777878	6.31591792900792e-05	0.0359226685212501	2.29129675903681
AC017104.1	TC0200016022.hg.1	-2.0704185962677	4.07965233922005	-7.87767327351409	6.37975860503706e-05	0.0359226685212501	2.28232289318469
HCG11	TC0600007310.hg.1	-3.84018166859945	4.86266332864761	-7.87753582236116	6.3805235116033e-05	0.0359226685212501	2.28221589167447
ENY2	TC0800008546.hg.1	3.37639458974203	17.9179127216339	7.87682057071401	6.3845054938638e-05	0.0359226685212501	2.28165905584289
ZNF227	TC1900008257.hg.1	-3.18410770098368	5.04641556739807	-7.8597008155266	6.48064888175327e-05	0.0359226685212501	2.26831381881583
AC008753.3	TC1900008812.hg.1	3.11295064290365	15.4687848091125	7.85326263312476	6.51722292530009e-05	0.0359226685212501	2.26328654949126
PMS2CL	TC0700013336.hg.1	-3.2973477045695	6.32940793037415	-7.85138326544577	6.52794268020406e-05	0.0359226685212501	2.26181815750531
ZNF35	TSUnmapped00000461.hg.1	-2.4355608622233	4.25892114639282	-7.84750702382452	6.55011470378514e-05	0.0359226685212501	2.25878830150715
ZNF184	TC0600011197.hg.1	-2.47257622083028	5.48353815078735	-7.84724768466216	6.55160111842506e-05	0.0359226685212501	2.25858552892754
MRS2	TC0600007196.hg.1	-2.70756856600443	4.82271149754524	-7.84225171784236	6.58030941638073e-05	0.0359226685212501	2.25467778713682
FKBP14	TC0700010621.hg.1	-3.40461158752441	5.77045178413391	-7.84146222364996	6.58485892827303e-05	0.0359226685212501	2.25406000251032
NDRG2	TC1400008615.hg.1	-1.71494523684184	4.00433921813965	-7.84057282889991	6.58998833308569e-05	0.0359226685212501	2.25336396043589
VDAC1P1	TC0X00007742.hg.1	-2.09445762634277	5.00467258691788	-7.83597663070185	6.61656721642814e-05	0.0359226685212501	2.24976553815773
UQCC3	TC1100007866.hg.1	-3.61949348449707	6.86649769544601	-7.833915850059	6.62852315972854e-05	0.0359226685212501	2.24815134905761
GAPDHP59	TC0200010229.hg.1	3.58374977111816	14.7453236579895	7.82613935629367	6.67385757128155e-05	0.0359226685212501	2.2420557587642
SWSAP1	TC1900007026.hg.1	-1.78768809636434	4.0300834774971	-7.82069433010356	6.70580644131592e-05	0.0359226685212501	2.23778359775176
FARSB	TC0200015838.hg.1	-2.73476552963256	8.41587674617767	-7.79967558802124	6.830747175862e-05	0.0363717564499481	2.22126067942007
ELP4	TC1100007185.hg.1	-2.29602177937825	6.59048396348953	-7.78780738583788	6.90244206432159e-05	0.0363717564499481	2.21190879080712
CTSA	TC2000007509.hg.1	-3.15997219085693	11.2801179885864	-7.78146067980346	6.94112667045532e-05	0.0363717564499481	2.2069011194448
BRAP	TC1200011946.hg.1	-1.84432713190714	5.62720036506653	-7.77992531199401	6.95052142065489e-05	0.0363717564499481	2.20568899315524
DEDD2	TC1900010792.hg.1	-2.20998875300089	4.70228555798531	-7.76384476242312	7.04977452316316e-05	0.0363717564499481	2.19297766871664
DENND4B	TC0100015890.hg.1	-2.0001273949941	3.83075729012489	-7.75513124528964	7.10421708741643e-05	0.0363717564499481	2.1860774360876
PVRL1	TC1100012535.hg.1	-3.18239990870158	5.77733647823334	-7.72860981413729	7.27283553771469e-05	0.0366232169484147	2.16502139181349
JUN	TC0100014349.hg.1	-4.37172977129618	4.9837441444397	-7.72667458374198	7.28531325652273e-05	0.0366232169484147	2.16348179017061
WDR5B	TC0300012187.hg.1	-2.69502981503804	4.78431385755539	-7.71244426142768	7.37780326368536e-05	0.0368536922864794	2.15214735998305
ANKRD26	TC1000010113.hg.1	-2.52365374565124	5.45997226238251	-7.69550482933183	7.48961472813127e-05	0.0368536922864794	2.13862458524019
CUL1	TC0700009585.hg.1	-3.7838503519694	8.66907030344009	-7.6887243806455	7.53489940139514e-05	0.0368536922864794	2.13320242005604
TRAPPC4	TSUnmapped00000056.hg.1	-3.99735514322917	6.91447794437408	-7.67764393234221	7.60956206551941e-05	0.0368536922864794	2.12433015327226
CHPF2	TC0700009696.hg.1	-2.77081696192423	8.50576841831207	-7.67734733934802	7.6115718985028e-05	0.0368536922864794	2.12409247104569
TEAD1	TC1100006888.hg.1	-3.77051782608032	9.31411153078079	-7.65939052516198	7.73436586590283e-05	0.0368536922864794	2.1096832444417
VPS54	TC0200012804.hg.1	-2.68427483240763	6.08497685194016	-7.63652199725023	7.89396126051413e-05	0.0368536922864794	2.09127819541559
DUSP16	TSUnmapped00000107.hg.1	-2.51402060190836	6.14536947011948	-7.63226375770194	7.92408297690616e-05	0.0368536922864794	2.087844322342
kesome	TC0400009268.hg.1	2.71229227383932	8.21450680494308	7.62465100189993	7.97825398245729e-05	0.0368536922864794	2.08170004881109
CSPP1	TC0800007870.hg.1	-2.73507412274679	5.01461219787598	-7.60707916595529	8.10487747043343e-05	0.0368536922864794	2.06749180286807
FOXRED2	TC2200008610.hg.1	-3.47239168485005	5.0351625084877	-7.59993122105042	8.15702649367998e-05	0.0368536922864794	2.06170172399423
YPEL5	TC0200007132.hg.1	3.61134608586629	9.96745491027832	7.59919245870183	8.16243757867327e-05	0.0368536922864794	2.06110295828181
C5orf64	TC0500013172.hg.1	2.40452400843303	6.34015834331512	7.59584057249198	8.1870389439045e-05	0.0368536922864794	2.05838545204419
TCF20	TSUnmapped00000169.hg.1	-3.56705586115519	6.65147173404694	-7.59336277345498	8.20527810157634e-05	0.0368536922864794	2.05637575143779
