gene	probeID	logFC	AveExpr	t	P.Value	adj.P.Val	B
AC016739.2	TC0200015033.hg.1	-4.42997455596923	11.6716852982839	-12.1955046000252	4.06322040640856e-07	0.00104398428756881	6.77250959620403
RPL12P12	TC2000008562.hg.1	-4.52981281280518	11.1537576516469	-12.1260441407206	4.27704516895411e-07	0.00106771516780617	6.73061000823647
RPL18A	TC1200008677.hg.1	-4.85335111618042	14.7019975185394	-12.044428271314	4.54423280463376e-07	0.0010884334391248	6.6809594715447
RP11-220D10.1	TC0900008373.hg.1	-4.00547194480896	8.97342189153036	-11.9656095076038	4.81976832225684e-07	0.00110025181812208	6.63257670264423
RPL21	TC1000012032.hg.1	-4.33279180526734	15.0784542560577	-11.9464228796526	4.88958643061282e-07	0.00110025181812208	6.62073397986964
AC004453.8	TC0700007382.hg.1	-3.326331615448	14.5004509290059	-11.9390751497688	4.91661773206739e-07	0.00110025181812208	6.61619190275343
RPL30	TC0800011206.hg.1	-3.1189661026001	18.0391476949056	-11.823960367167	5.36227287495985e-07	0.00114178976936932	6.54453932518695
S100A6	TC0100015864.hg.1	-3.84832954406738	12.7039756774902	-11.8070471021032	5.43141192679915e-07	0.00114178976936932	6.5339331384115
COMMD6	TC1300009273.hg.1	-4.73430347442626	10.1958549817403	-11.7539418661664	5.65494349139255e-07	0.00114453998617182	6.50049920586428
EEF1B2P1	TC1500007266.hg.1	-3.35639023780823	7.92122880617778	-11.6617715375008	6.0672937870668e-07	0.00114453998617182	6.44199174640059
RP11-715J22.1	TC1600009106.hg.1	-3.46880865097046	11.8103617827098	-11.6563045353273	6.09276951580833e-07	0.00114453998617182	6.43850220158588
RPL12P42	TC1900009771.hg.1	-3.07987213134766	6.50448568662008	-11.6501497212993	6.1215910972247e-07	0.00114453998617182	6.43457104311283
RP11-48B14.1	TC1700006586.hg.1	-4.10056972503662	10.23295545578	-11.605158906517	6.33687870838313e-07	0.00114453998617182	6.4057513392923
RP11-134K1.2	TC0900006619.hg.1	-3.55151271820069	13.2615715662638	-11.5973846117569	6.37491589234368e-07	0.00114453998617182	6.40075644519118
RPL34	TC0400008359.hg.1	-3.14874696731568	17.7221514383952	-11.591633393483	6.40321619909592e-07	0.00114453998617182	6.39705851641605
RPL26	TC1700012356.hg.1	-4.14759159088135	14.5550549030304	-11.56028132413	6.55993908166279e-07	0.00114453998617182	6.37685718060313
RP11-40C6.2	TC0900007809.hg.1	-4.35514736175537	11.6891566912333	-11.552519341897	6.59938728557754e-07	0.00114453998617182	6.37184471727432
UBL5	TC1900006955.hg.1	-5.1831464767456	13.8610691229502	-11.3928514872068	7.4715213588731e-07	0.00124895931438174	6.26774751530739
RPL26P19	TC0500010805.hg.1	-3.39292049407959	13.6783191363017	-11.3595050198566	7.66921100773347e-07	0.00125373581997616	6.24576675468125
RP11-447H19.4	TC0500010630.hg.1	-3.99981546401978	10.7355822722117	-11.3575761441478	7.68082054834218e-07	0.00125373581997616	6.24449274915512
RPS10P2	TC2000006769.hg.1	-4.27257752418518	8.34874705473582	-11.3248383930883	7.88083572838069e-07	0.00126643059248369	6.22282688599963
RPL13AP6	TC1000011827.hg.1	-3.72288608551025	11.9235388437907	-11.313297818341	7.95270226652547e-07	0.00126643059248369	6.21516998525477
RPL21P28	TC0100017230.hg.1	-4.36019730567932	8.63566780090332	-11.3006287824869	8.03242582713357e-07	0.00126643059248369	6.20675273718149
RP11-425L10.1	TC1100010707.hg.1	-4.88810491561889	14.0620617866516	-11.232613818482	8.47571391750675e-07	0.00131626928136434	6.1613547609709
TMSB10P1	TC0200016154.hg.1	-3.65927600860596	15.5067617893219	-11.1269772192108	9.21840578305823e-07	0.00136157648959451	6.09014024444562
BOLA3	TC0200013095.hg.1	-2.68292951583863	12.8895239830017	-11.099409246151	9.42378785830852e-07	0.00136888208154087	6.07141290267069
RPL13AP5	TC1000008550.hg.1	-3.2805290222168	16.0695175329844	-11.0153539922977	1.00816527037197e-06	0.00139227506129897	6.01394511995892
RP11-85G20.1	TC1400010021.hg.1	-3.49634027481079	6.74126509825389	-11.0110161192761	1.01169456157312e-06	0.00139227506129897	6.0109642459132
SMIM4	TC0300007485.hg.1	-4.13135051727295	11.4515885512034	-10.9919943816515	1.02733159324913e-06	0.00139227506129897	5.99787540111815
RP11-459A10.1	TC0X00008996.hg.1	-3.74666738510132	12.3023529052734	-10.960684115936	1.0536515293264e-06	0.00139227506129897	5.97626825180157
RP11-183G22.1	TC0100008248.hg.1	-3.12220525741577	8.93653682867686	-10.9310333544002	1.07926021656785e-06	0.00139945755838978	5.95573428044278
RPS15AP17	TC0400010833.hg.1	-4.12973546981811	8.3349468310674	-10.9024750416431	1.10457262137451e-06	0.00140599934268446	5.93589032721213
AC079250.1	TC0200012518.hg.1	-4.74513149261474	13.1837391853333	-10.7986011766933	1.20228645052977e-06	0.00147721326814959	5.86315805609762
RPL21P120	TC1700007272.hg.1	-3.12001514434814	9.28155438105265	-10.7977684757774	1.20310713395728e-06	0.00147721326814959	5.86257146253285
RPS14P8	TC0500008406.hg.1	-3.77884411811829	8.79044119517008	-10.7718835636014	1.22892763655813e-06	0.0014780337291008	5.8443086813877
RPL12	TC0900011575.hg.1	-4.68964290618896	14.3878756364187	-10.7651595712599	1.23573399095963e-06	0.0014780337291008	5.83955568548467
RP11-40H20.5	TC0100007502.hg.1	-3.43764972686768	10.4959078629812	-10.7474478222636	1.25386153074573e-06	0.00148510044958151	5.82701802250333
RPL12P4	TC2000007803.hg.1	-4.51691722869873	14.0406877199809	-10.7194981126754	1.28306385832767e-06	0.00148543462421995	5.80718074941151
AC009413.2	TC0200012355.hg.1	-3.68648815155029	11.8825692335765	-10.6953487995506	1.30889712402025e-06	0.00148854861862451	5.78998893875388
CTD-3236F5.1	TC1100010233.hg.1	-2.72440767288208	13.256366888682	-10.6401995751734	1.37005842565792e-06	0.00152071005014326	5.75054721610211
GS1-21A4.2	TC1600008795.hg.1	-3.5392689704895	8.1695941289266	-10.6228775928385	1.38991073931493e-06	0.0015305013137004	5.7381066041058
TMED2	TC1200009247.hg.1	3.00664520263672	17.6420084635417	10.5999136294076	1.41671739949132e-06	0.00154530960191416	5.72157525835928
RPS3AP14	TC0300008644.hg.1	-2.85520911216736	8.57177305221558	-10.5923804784065	1.42563428624464e-06	0.00154530960191416	5.71614265221073
UBL5P1	TC0500007027.hg.1	-4.3220682144165	8.03106307983398	-10.5374998119084	1.49248500521034e-06	0.00159288332344545	5.67642082650745
POMP	TC1300006729.hg.1	-3.65448904037476	13.7083202203115	-10.4857494256337	1.55868437644789e-06	0.00163833078644139	5.63873127134968
RPS3AP47	TC1500009207.hg.1	-3.54708099365234	9.64678955078125	-10.4428572774603	1.61599684052585e-06	0.00167322001222954	5.60732023350032
TMEM126A	TC1100008652.hg.1	-4.1011266708374	9.70653291543325	-10.3971766728848	1.67958885594606e-06	0.00171348938101644	5.57369367080375
RPS7P1	TC1700007370.hg.1	-3.6160044670105	16.2086889743805	-10.3729771803883	1.71438539788723e-06	0.00173622191262674	5.55580697174303
RP11-343H5.4	TC0100017104.hg.1	-3.209144115448	8.52776650587718	-10.3493124849431	1.74917907670669e-06	0.00175862210867877	5.53826652497279
RPL7AP60	TC1200011970.hg.1	-2.43668913841248	7.79196707407633	-10.3325978417141	1.77422079718013e-06	0.00176962029117183	5.52584820113076
RPS20P5	TC0100014328.hg.1	-3.09314155578613	7.08417987823486	-10.2830415277062	1.85080604155114e-06	0.00176962029117183	5.48888659361115
MRPS18C	TC0400008004.hg.1	-4.19025278091431	11.5417462189992	-10.2647385007574	1.88000274411241e-06	0.00176962029117183	5.47518089225305
RPL27	TC1700007930.hg.1	-3.09221029281616	17.3556162516276	-10.2521250037454	1.90041748087933e-06	0.00176962029117183	5.4657184957164
RPS28	TC1100008612.hg.1	-3.11888170242309	17.374426762263	-10.2423158191994	1.91646155025219e-06	0.0017726630519316	5.45835015435726
SNRPC	TC0600007769.hg.1	-4.09713411331177	11.101463953654	-10.229269409593	1.93803109503928e-06	0.00177651713321281	5.44853696300764
RPL12P33	TC1200009147.hg.1	-3.86560273170471	8.55841290950775	-10.2107628134272	1.96908596515685e-06	0.00177651713321281	5.43459094727264
SF3B5	TC0600013433.hg.1	-4.7259886264801	8.55452422300974	-10.2097501191784	1.97080098803289e-06	0.00177651713321281	5.43382693638526
RP11-613F7.1	TC0600013564.hg.1	-4.54290843009949	10.6510361830393	-10.2091341025453	1.97184502875616e-06	0.00177651713321281	5.43336214809653
AC092933.3	TC0300010025.hg.1	-5.02181887626648	10.8634450833003	-10.190045551367	2.00449930863382e-06	0.00178278369600256	5.41894304089672
TMEM258	TC1100011048.hg.1	-3.68577289581299	11.6082313855489	-10.1352681072117	2.10154429455408e-06	0.00183382869904344	5.3773852031501
RP11-778D9.4	TC0300009691.hg.1	-3.85695886611938	11.7245726585388	-10.0671061096892	2.22956291952251e-06	0.00188992390028117	5.32529752798162
RPL21P119	TC1600009337.hg.1	-4.6022539138794	14.8742133776347	-10.064853824526	2.23393649966566e-06	0.00188992390028117	5.32356924146439
AC005229.5	TC0700009580.hg.1	-3.8719470500946	8.52816824118296	-10.0559582674815	2.25130242877435e-06	0.00189143295102117	5.31673876777088
RPL13AP20	TC1200006894.hg.1	-2.7080717086792	15.1175847848256	-10.0286550138345	2.30553484658122e-06	0.00190637685397937	5.29572911335214
HSPE1P2	TC1400007418.hg.1	-4.25550651550293	12.8171178499858	-10.0272595411366	2.30834488787728e-06	0.00190637685397937	5.29465348919207
AC139085.2	TC1800009097.hg.1	-3.29529666900635	11.7497867743174	-10.0015693281357	2.3607534882545e-06	0.00191940010962015	5.27481991631158
RP11-219I21.1	TC0300007159.hg.1	-3.34613752365112	10.5358517964681	-9.99151737617037	2.38161358418829e-06	0.00191940010962015	5.26704314321467
RP11-254G11.1	TC1800008224.hg.1	-4.28415107727051	7.88811500867208	-9.98593561018286	2.39328421899373e-06	0.00191940010962015	5.26272077874697
NXT1P1	TC1300008662.hg.1	-3.28742051124573	8.90983347098033	-9.96391217940524	2.43994740769836e-06	0.00193446001760634	5.24563862253931
CLDN11	TC0300009474.hg.1	3.07083415985107	17.7234741051992	9.8780016087885	2.63174377404633e-06	0.0020398954744696	5.17857667686743
RP11-445N18.3	TC1000010486.hg.1	-3.50430774688721	8.88718330860138	-9.84682655089215	2.70537988153275e-06	0.00206474418011905	5.1540723119875
RPS7P11	TC1700010917.hg.1	-3.42943716049194	14.2068827152252	-9.83879900258347	2.72470470181528e-06	0.00206474418011905	5.14774779890014
RP11-465N4.2	TC0100011202.hg.1	-3.35944890975952	7.75309789180756	-9.83026142485772	2.74542348000582e-06	0.00206474418011905	5.14101485457226
RP11-475C16.1	TC0600013608.hg.1	-3.06851100921631	14.268549601237	-9.8161564999226	2.78003225103414e-06	0.00206474418011905	5.12987642804803
AC011753.6	TC0200008820.hg.1	-3.34227037429809	8.64302945137024	-9.78242200612977	2.86476062521612e-06	0.00209819591454816	5.10316118433738
ELP5	TC1700006733.hg.1	-3.98566174507141	9.74560141563416	-9.76729698981289	2.90366442487418e-06	0.00209819591454816	5.09114852715002
RPL13AP7	TC2100006776.hg.1	-3.54818439483642	12.1121582984924	-9.76607152228242	2.90684177325735e-06	0.00209819591454816	5.09017428637535
RPL13AP2	TC1400009077.hg.1	-3.02712225914001	6.98180647691091	-9.75977616656456	2.92322432129629e-06	0.00209819591454816	5.08516727464736
SNRPD2	TC1900010951.hg.1	-4.96894121170044	14.6042136351267	-9.75179232823662	2.94414653659711e-06	0.00209819591454816	5.07881194430289
RPS5	TC1900009045.hg.1	-4.65926694869995	15.9754369258881	-9.74997868805012	2.94892214737029e-06	0.00209819591454816	5.07736740261738
SLIRP	TC1400010636.hg.1	-4.3628888130188	16.0574613412221	-9.73244047458796	2.99554359077013e-06	0.00212049334439491	5.06338237418445
RPS21	TC2000008007.hg.1	-4.04341506958008	17.7663088639577	-9.69149178893223	3.10757219497326e-06	0.00216785384754988	5.03061609899498
RPS10	TC0600014282.hg.1	-4.96781873703003	15.442267258962	-9.68239993341362	3.13306387407979e-06	0.002173484736046	5.02331932705582
RPL24P8	TC0900007519.hg.1	-2.8646354675293	11.3899786472321	-9.66978273765795	3.16882026216801e-06	0.00217652459046783	5.01318017373448
TRAPPC5	TC1900011658.hg.1	-2.79444360733032	6.2148494720459	-9.64725799560023	3.23377082766473e-06	0.00219936045825659	4.99504145824644
RPL9P3	TC1400006896.hg.1	-2.78690457344055	7.49518195788066	-9.56110919503226	3.49598075711993e-06	0.00235461092304177	4.92521700820899
AC079922.2	TC0200013908.hg.1	-2.66220045089722	7.95967312653859	-9.53050757651242	3.59465808083293e-06	0.00240374737821884	4.90024100792358
DPM3	TC0100015943.hg.1	-3.70732283592224	8.37750470638275	-9.52778455999075	3.60358538808258e-06	0.00240374737821884	4.89801415329908
RP11-324J13.1	TC0400010569.hg.1	-3.68380475044251	10.0097037553787	-9.50042614465395	3.69463908895452e-06	0.00244285808886598	4.87560051324284
RP11-63K6.4	TC0600008782.hg.1	-2.64496874809265	6.55915729204814	-9.49959869443274	3.69743196988616e-06	0.00244285808886598	4.87492147559512
RPL18AP16	TC0X00008791.hg.1	-3.53318166732788	7.52455957730611	-9.48188062786603	3.75779386623189e-06	0.00245931655646388	4.86036523099956
RPS7	TC0200006536.hg.1	-2.64463043212891	18.2491623560588	-9.44230136843797	3.89656832780005e-06	0.00251455522158427	4.82773744530955
RPS4XP14	TC1200009585.hg.1	-2.81272268295288	14.9396914641062	-9.42363897180448	3.96394237363434e-06	0.00253760575798281	4.81229916209945
AC104634.3	TC0200011068.hg.1	-3.47281742095947	6.28012080987294	-9.41910533218894	3.98050142720247e-06	0.00253760575798281	4.8085435480327
RP5-837I24.5	TC0100014721.hg.1	-2.67991280555725	7.9182843764623	-9.40491970283339	4.03280552998749e-06	0.00253760575798281	4.79677917084443
RP4-765C7.2	TC0100010739.hg.1	-2.98704791069031	6.16173926989237	-9.4024399244227	4.04202582085266e-06	0.00253760575798281	4.79472059823997
RPL12P47	TC0600008079.hg.1	-4.5466034412384	10.3328595558802	-9.38124239528371	4.12179110461467e-06	0.0025557470451274	4.77709864379724
AC144530.1	TC0300013768.hg.1	-4.35106301307678	9.72760490576426	-9.37429224186096	4.14831818694399e-06	0.00255803736376686	4.77131109209811
RP11-50D9.1	TC0400011812.hg.1	-4.43827962875366	12.656334956487	-9.33245754508332	4.31199421393899e-06	0.00262642833091204	4.73637241196024
RP11-126D17.1	TC0X00007011.hg.1	-3.09865140914917	10.6689378420512	-9.3250403424874	4.34174503607075e-06	0.00262642833091204	4.73015955735092
MRPL51	TC1200009735.hg.1	-3.95918846130371	15.5232565402985	-9.32369171510843	4.34717856819037e-06	0.00262642833091204	4.72902931599259
CDCA5	TC1100013184.hg.1	-4.62814092636108	10.1177714665731	-9.32203193647424	4.35387593145533e-06	0.00262642833091204	4.72763805787158
RP11-796G6.1	TC1400008331.hg.1	-4.03373908996582	8.93678609530131	-9.2906253806101	4.48275763884252e-06	0.00268086296810864	4.70126022181819
VKORC1L1	TC0700007822.hg.1	2.62653827667236	13.1969032287598	9.27115919837626	4.56473364176866e-06	0.00270655542362048	4.68486094383601
RPS4XP19	TC1800006623.hg.1	-2.35932087898254	7.31747861703237	-9.24598103470705	4.67320770160414e-06	0.00272543198013589	4.66359269604123
COX7B	TC0X00007704.hg.1	-3.25664901733398	13.0596571763357	-9.24052938882311	4.69706459984606e-06	0.00272543198013589	4.65897916129109
MRPL14	TC0600011903.hg.1	-5.05354475975037	10.0811794201533	-9.24047085694417	4.69732146304084e-06	0.00272543198013589	4.65892961144346
RPA3	TC0700010247.hg.1	-4.69505167007446	11.3693729241689	-9.23658003428479	4.71443061178863e-06	0.00272543198013589	4.65563507507836
TNRC6A	TC1600007262.hg.1	2.5600700378418	9.76253787676493	9.19812563738935	4.88724440407077e-06	0.00277901936410983	4.62299102372172
RP11-251G23.2	TC0700008706.hg.1	-2.45097875595093	6.31729634602865	-9.19023361310864	4.92356193733174e-06	0.00278824326936772	4.61627278050549
RPS10L	TC2000008141.hg.1	-3.50006508827209	8.78993042310079	-9.17290119822606	5.00436354467459e-06	0.00281456330593607	4.60149582024592
RP1-228H13.1	TC0100013825.hg.1	-3.54098129272461	8.02790848414103	-9.16021728763975	5.06441402159018e-06	0.00281456330593607	4.59066246056448
RP5-1052M9.1	TC0X00010733.hg.1	-3.82309341430664	14.5559593836466	-9.1587381562949	5.07146799152414e-06	0.00281456330593607	4.58939805412472
RP13-585F24.1	TC0400007011.hg.1	-3.72839093208313	7.95819544792175	-9.15330199063076	5.0974855832952e-06	0.00281773162252706	4.58474912059534
RPL5P30	TC1100009209.hg.1	-2.95952177047729	9.128249446551	-9.14676951143497	5.12894359374381e-06	0.00282387015442058	4.57915861034933
RPS19	TC1900008164.hg.1	-4.64328670501709	14.1529815196991	-9.1319314304666	5.20119075248282e-06	0.00285232889704833	4.56644380421626
C18orf32	TC1800009284.hg.1	-2.54864311218262	9.33349402745565	-9.12437706319644	5.23840056429498e-06	0.00286142474918546	4.55996170855853
RPL4P5	TC0900009510.hg.1	-3.28290891647339	7.09885474046071	-9.10588937839409	5.33069848765905e-06	0.00288909281902443	4.54407328065137
RPS26P11	TC0X00007586.hg.1	-4.03135347366333	11.7253014246623	-9.09654585943092	5.37802095975648e-06	0.0029033989029627	4.53602993452485
TSTA3	TC0800012147.hg.1	-3.46851015090942	10.2648604710897	-9.07951235759705	5.46547872123298e-06	0.00292782951805973	4.52134336312543
EMG1	TC1200012591.hg.1	-3.06062602996826	14.5592757066091	-9.0718507925518	5.50532319347804e-06	0.0029366576585105	4.51472759614026
RPL21P1	TC1200009202.hg.1	-3.09108686447144	8.35603551069895	-9.0633940141642	5.54967269186285e-06	0.0029366576585105	4.50741806383748
RPS4XP3	TC2000007828.hg.1	-3.13379955291748	13.2219566504161	-9.05131381786826	5.61370392407919e-06	0.00295027784449381	4.49696373025799
RP11-377K22.2	TC0100014320.hg.1	-3.44573307037354	13.7844517230988	-9.0341386737636	5.70613707370645e-06	0.00296751360939602	4.48207392682902
SNRPG	TC0200012994.hg.1	-4.11782026290894	16.1921576658885	-9.03330527870444	5.71066441103274e-06	0.00296751360939602	4.4813506390156
AC016712.2	TC0200010904.hg.1	-2.92993235588074	9.40857660770416	-9.01947923901988	5.78634942931891e-06	0.00297459580803148	4.46934066239158
RPS4XP7	TC0600006990.hg.1	-3.54224348068237	7.55036060015361	-9.01519020278096	5.81005055300394e-06	0.00297459580803148	4.46561092097721
RPS17	TC1500010910.hg.1	-4.11840343475342	12.4750149250031	-9.00829656472707	5.84836754533915e-06	0.00298320498190471	4.45961217356028
RPS4XP8	TC0600009922.hg.1	-3.03741645812988	10.9114190737406	-8.99535751275292	5.92103559471982e-06	0.00300736438564212	4.44833930442776
RPS15A	TC1600011493.hg.1	-3.9317021369934	16.6208908557892	-8.99217126692601	5.93908134827159e-06	0.00300736438564212	4.44556065338381
MIR4426	TC0100011018.hg.1	-3.55236959457397	14.8687304655711	-8.98800791039646	5.96275185926125e-06	0.00300837093350255	4.44192827527359
MIF	TC2200009231.hg.1	-4.95392751693725	12.2515269915263	-8.96252571294984	6.10989790283764e-06	0.00306925418988898	4.41965613220904
NDUFB1P1	TC0300007321.hg.1	-4.03512287139892	9.09561530749003	-8.9594937315602	6.12766882121335e-06	0.00306925418988898	4.41700152965023
RP11-478C6.4	TC0400009675.hg.1	-4.34100151062012	15.3914453983307	-8.93077359001445	6.29883539466358e-06	0.00311007799584555	4.39180776565904
MRPL40	TC2200006601.hg.1	-3.89880990982056	9.70196270942688	-8.88382813511747	6.58999384211059e-06	0.0032423003390909	4.35043760487274
UBL5P2	TC1700010346.hg.1	-5.18422651290893	8.61356286207835	-8.85348911553035	6.78597402866343e-06	0.00330357883019968	4.3235763897593
RP11-613M5.2	TC1200008251.hg.1	-4.03777170181274	7.01020089785258	-8.80712481918055	7.09789953535264e-06	0.00342607569222202	4.28233575602995
RP1-52D1.1	TC0X00010224.hg.1	-4.91361618041992	9.99950941403707	-8.70584654839771	7.83524046353932e-06	0.00372119442003265	4.19143916942794
CTC-484M2.1	TC0500011349.hg.1	-3.10705614089966	13.1750819683075	-8.70283994002806	7.85837302295266e-06	0.00372119442003265	4.18872364307154
BOLA2B	TC1600009956.hg.1	-3.93844985961914	13.3870040575663	-8.68715493735051	7.98026929673049e-06	0.00374061643099619	4.17454107573564
RPSAP45	TC0600012894.hg.1	-4.34408140182495	8.56109090646108	-8.66614510028626	8.14679854442968e-06	0.00380418927546321	4.15550132968265
RP11-793K1.1	TC0600012031.hg.1	-3.26927065849304	5.60858110586802	-8.662860707364	8.17317318496974e-06	0.00380418927546321	4.15252051755343
CTD-3035D6.1	TC1400007965.hg.1	-4.12464904785156	8.5911021232605	-8.65765390194638	8.21517688407191e-06	0.00380418927546321	4.14779254461734
RPS15AP24	TC0800010019.hg.1	-3.20089483261108	10.8920300801595	-8.65636999140725	8.22557052606554e-06	0.00380418927546321	4.14662624608404
RPS29	TC1400010741.hg.1	-5.30997180938721	14.6794946988424	-8.63816387509946	8.37451238574267e-06	0.00386020505302281	4.13006828201656
RP11-215A21.2	TC1000011982.hg.1	-5.27787446975708	11.635303179423	-8.62552403810158	8.47965055922823e-06	0.00388829379089427	4.11855111667649
RP4-706A16.3	TC0100008793.hg.1	-3.8668532371521	13.4687597751617	-8.59828627550423	8.71115372674633e-06	0.00396279011091242	4.09367233247259
RPL7AP73	TC1300006565.hg.1	-2.51838874816895	10.8576204776764	-8.58428713442402	8.83281827700549e-06	0.00400493258772264	4.08085349373558
SNHG19	TC1600009094.hg.1	-4.19139504432678	7.97850596904755	-8.55004779777217	9.13828802949841e-06	0.00410320962023546	4.04940873698796
AC000089.3	TC2200006618.hg.1	-3.33217048645019	12.4837023417155	-8.51631980812496	9.45051997338334e-06	0.0042026038259842	4.01830509852143
GSK3B	TC0300012132.hg.1	2.72066354751587	15.8475460211436	8.50282001242184	9.57874407278404e-06	0.00421905665516959	4.00581983942593
CTD-2013N17.1	TC1900007276.hg.1	-3.64902472496033	10.5299180746078	-8.48153324455881	9.78481037641827e-06	0.00426334690264738	3.98609101680345
RP11-16F15.2	TC1100006819.hg.1	-3.56105756759644	13.2586764494578	-8.48099581843286	9.79007523751355e-06	0.00426334690264738	3.98559226091361
CTB-33G10.1	TC1900011159.hg.1	-3.77086305618286	12.7072099049886	-8.47987253775983	9.80108938644562e-06	0.00426334690264738	3.98454969977299
RPL37P23	TC1900008687.hg.1	-3.5400710105896	7.9715264638265	-8.47572729647318	9.84185223771143e-06	0.00426334690264738	3.98070110124498
MRPL47	TC0300013270.hg.1	-3.7695951461792	12.2393937905629	-8.47351670711612	9.86366611949843e-06	0.00426334690264738	3.97864791089124
RPL9	TC1500010237.hg.1	-3.59503936767579	15.8484284083048	-8.46027966289495	9.99539856750229e-06	0.00427749327087594	3.96634178307228
PTRHD1	TC0200011990.hg.1	-5.551926612854	8.94896467526754	-8.45589658781907	1.00394408191201e-05	0.00427749327087594	3.96226257281876
RPS10P28	TC1900008203.hg.1	-3.24283647537231	6.4218465089798	-8.45479486136513	1.00505445695741e-05	0.00427749327087594	3.96123688243861
RPL32P26	TC1200007966.hg.1	-3.35546064376831	7.8026518424352	-8.44752210905067	1.01241805747098e-05	0.00429565576097283	3.95446260111794
RP11-70F11.2	TC1200007585.hg.1	-2.54130983352661	9.52109042803446	-8.4414746553157	1.01858595584964e-05	0.00430864964769385	3.94882505668241
RPS20P10	TC0200013040.hg.1	-3.22684621810913	14.0709527333577	-8.43412800172198	1.0261342320816e-05	0.00432738583678302	3.94197077434171
RP4-700A9.1	TC0100008619.hg.1	-4.49839782714844	10.1226620674133	-8.42006251061115	1.04075685268262e-05	0.00436253200983235	3.92883078634267
